resource, consumer1, toxin, environment
76, 13, 86, -1
28, 45, 53, -1
41, 22, 86, -1
36, 37, 68, -1
36, 35, 62, -1
27, 44, 48, -1
21, 37, 56, -1
112, 0, 110, 1
50, 27, 80, 1
78, 22, 97, 1
46, 12, 71, -1
64, 15, 82, -1
116, 0, 110, -1
36, 34, 56, 1
39, 22, 73, -1
22, 65, 50, 1
38, 66, 29, 1
59, 17, 48, -1
115, 0, 135, 1
66, 23, 67, -1
31, 41, 46, 1
52, 22, 71, -1
116, 0, 108, 1
74, 8, 98, 1
114, 0, 125, 1
30, 37, 50, -1
70, 16, 83, 1
61, 4, 103, -1
117, 0, 129, 1
113, 0, 142, -1
53, 34, 77, 1
59, 19, 106, -1
79, 4, 87, 1
70, 16, 82, -1
36, 35, 54, 1
120, 0, 128, -1
110, 5, 109, -1
122, 0, 125, -1
20, 46, 59, -1
38, 62, 65, 1
42, 21, 72, -1
57, 27, 102, -1
32, 36, 53, -1
49, 38, 48, -1
105, 0, 114, 1
73, 17, 90, -1
40, 14, 77, 1
105, 0, 128, -1
115, 0, 113, -1
118, 0, 114, -1
126, 0, 133, -1
49, 24, 61, 1
111, 0, 129, 1
45, 23, 73, -1
120, 0, 130, 1
39, 29, 67, 1
35, 25, 65, 1
77, 7, 117, 1
46, 23, 59, -1
47, 33, 58, 1
63, 16, 85, -1
38, 46, 47, 1
31, 24, 52, -1
131, 0, 144, 1
59, 2, 95, -1
44, 30, 82, 1
60, 6, 97, 1
116, 5, 97, 1
48, 18, 77, 1
46, 30, 69, -1
54, 13, 99, 1
135, 0, 126, 1
119, 0, 139, 1
132, 0, 130, 1
109, 0, 130, -1
35, 46, 45, -1
47, 22, 79, 1
107, 0, 120, 1
52, 39, 67, 1
51, 34, 62, 1
64, 27, 80, -1
30, 27, 61, 1
63, 23, 77, 1
42, 37, 74, 1
54, 25, 91, 1
115, 0, 112, 1
116, 0, 136, -1
56, 20, 70, -1
136, 0, 143, 1
39, 30, 70, -1
30, 32, 70, -1
25, 17, 54, 1
49, 20, 75, 1
59, 18, 54, 1
55, 27, 74, -1
60, 23, 58, 1
68, 15, 100, -1
130, 0, 115, 1
131, 0, 133, 1
119, 0, 126, -1
71, 24, 70, -1
57, 8, 95, 1
52, 27, 66, 1
45, 28, 76, 1
53, 27, 61, -1
57, 25, 69, -1
119, 0, 132, 1
46, 32, 66, -1
120, 0, 113, -1
105, 13, 122, -1
115, 0, 116, -1
69, 0, 108, -1
126, 0, 120, 1
72, 16, 84, 1
46, 22, 76, 1
51, 6, 92, -1
31, 58, 36, 1
43, 24, 72, 1
44, 31, 69, -1
122, 0, 114, -1
135, 0, 144, -1
36, 27, 70, -1
77, 14, 100, 1
137, 0, 140, -1
46, 31, 64, 1
40, 56, 73, 1
44, 24, 74, -1
89, 12, 113, -1
47, 19, 73, -1
51, 40, 73, 1
42, 13, 65, -1
28, 47, 37, -1
131, 0, 133, 1
105, 0, 111, -1
57, 20, 87, 1
42, 23, 69, -1
40, 31, 62, 1
46, 37, 55, 1
33, 36, 54, 1
43, 16, 80, -1
68, 24, 81, 1
84, 5, 109, 1
67, 7, 97, 1
49, 20, 80, -1
62, 13, 82, -1
97, 0, 134, -1
120, 0, 101, -1
53, 24, 83, -1
131, 0, 116, 1
122, 0, 134, 1
41, 19, 80, 1
46, 18, 75, 1
39, 22, 89, 1
34, 35, 57, 1
63, 21, 81, -1
124, 0, 144, 1
127, 0, 128, 1
121, 0, 116, 1
47, 12, 82, -1
93, 14, 127, 1
23, 34, 50, -1
68, 15, 106, -1
60, 8, 78, 1
58, 32, 85, -1
55, 18, 72, 1
36, 21, 90, -1
134, 0, 122, -1
46, 22, 77, -1
123, 0, 134, 1
154, 0, 128, 1
104, 0, 124, 1
145, 0, 104, 1
35, 24, 61, -1
131, 0, 117, -1
36, 44, 74, 1
121, 0, 122, -1
36, 30, 75, -1
47, 27, 74, 1
47, 12, 82, -1
73, 20, 79, -1
69, 22, 81, -1
23, 23, 69, 1
35, 37, 70, -1
30, 34, 61, 1
43, 20, 56, -1
47, 23, 83, -1
36, 9, 82, 1
57, 19, 65, -1
39, 41, 60, -1
116, 0, 113, -1
54, 16, 90, 1
126, 0, 131, -1
23, 50, 44, -1
115, 0, 152, 1
52, 23, 69, -1
40, 35, 64, -1
130, 0, 138, 1
51, 34, 53, -1
29, 25, 78, -1
49, 23, 82, -1
134, 0, 123, 1
46, 23, 69, -1
53, 26, 77, 1
122, 0, 121, -1
25, 33, 50, 1
51, 19, 67, -1
100, 0, 130, -1
34, 35, 65, 1
140, 0, 127, 1
135, 0, 128, 1
102, 0, 131, 1
107, 2, 126, -1
24, 37, 58, 1
67, 13, 91, -1
50, 20, 65, -1
127, 0, 133, 1
57, 4, 77, -1
39, 12, 86, 1
24, 33, 50, -1
51, 32, 77, 1
29, 26, 54, 1
133, 0, 121, -1
47, 21, 61, 1
47, 15, 70, -1
27, 34, 63, -1
31, 36, 71, 1
100, 0, 109, -1
112, 0, 140, 1
64, 32, 89, 1
54, 25, 62, 1
39, 33, 55, -1
82, 4, 115, -1
124, 0, 121, -1
49, 35, 66, -1
23, 37, 39, -1
34, 41, 52, 1
72, 9, 87, 1
111, 0, 132, 1
98, 0, 121, 1
128, 0, 128, -1
73, 11, 96, -1
131, 0, 113, -1
45, 40, 69, 1
124, 0, 137, -1
36, 41, 56, 1
38, 43, 63, -1
59, 20, 111, 1
44, 37, 67, -1
30, 51, 64, 1
119, 0, 129, 1
80, 24, 96, 1
125, 0, 138, -1
15, 59, 33, -1
40, 17, 64, -1
57, 27, 70, -1
120, 0, 115, 1
61, 26, 82, -1
43, 24, 91, 1
51, 17, 78, -1
31, 29, 67, 1
47, 13, 89, -1
51, 33, 62, -1
49, 26, 65, 1
46, 49, 61, -1
38, 10, 86, -1
129, 0, 125, 1
109, 0, 118, 1
26, 45, 53, 1
98, 0, 110, 1
121, 0, 119, 1
54, 18, 82, 1
55, 23, 62, -1
118, 0, 131, -1
44, 31, 71, 1
28, 25, 60, -1
57, 15, 60, 1
122, 0, 137, 1
39, 29, 51, -1
118, 0, 133, 1
45, 21, 54, 1
37, 21, 78, -1
38, 39, 54, 1
78, 12, 77, 1
45, 17, 74, -1
113, 0, 116, 1
118, 0, 137, 1
67, 12, 106, 1
123, 0, 102, 1
75, 28, 66, -1
29, 31, 45, 1
40, 13, 80, 1
65, 22, 72, -1
46, 36, 53, 1
27, 33, 51, -1
44, 52, 56, 1
62, 29, 74, 1
67, 8, 109, 1
47, 17, 74, -1
115, 0, 125, -1
53, 9, 94, 1
24, 35, 43, -1
122, 0, 120, -1
130, 0, 127, 1
47, 38, 57, 1
128, 0, 117, 1
129, 0, 141, 1
43, 22, 74, -1
39, 24, 87, -1
67, 15, 92, -1
150, 0, 132, 1
33, 31, 61, 1
39, 37, 69, 1
55, 20, 71, -1
24, 40, 41, -1
60, 19, 89, -1
38, 24, 97, 1
114, 0, 122, 1
47, 25, 79, 1
115, 0, 114, 1
31, 36, 46, -1
61, 17, 78, 1
49, 16, 88, 1
24, 39, 50, -1
61, 37, 67, 1
47, 20, 76, -1
74, 2, 102, 1
25, 63, 40, -1
79, 12, 113, 1
60, 14, 101, 1
136, 0, 117, 1
54, 18, 93, -1
55, 21, 77, 1
139, 0, 105, 1
20, 33, 40, -1
28, 45, 45, -1
53, 16, 81, 1
116, 0, 120, -1
105, 0, 130, 1
66, 26, 76, 1
75, 17, 100, -1
133, 0, 146, 1
34, 25, 56, -1
34, 19, 54, -1
24, 57, 51, -1
73, 6, 90, -1
101, 0, 110, 1
31, 34, 51, -1
96, 8, 132, 1
50, 16, 81, -1
48, 27, 91, -1
29, 37, 56, 1
35, 28, 54, 1
60, 23, 77, 1
38, 20, 67, -1
36, 24, 54, -1
105, 0, 145, 1
62, 16, 94, 1
119, 0, 119, 1
116, 0, 128, 1
39, 22, 79, 1
138, 0, 121, 1
67, 17, 80, -1
118, 0, 132, 1
60, 21, 86, -1
44, 42, 47, 1
39, 24, 78, 1
110, 0, 116, -1
37, 20, 74, -1
46, 36, 51, 1
50, 26, 58, 1
130, 0, 137, 1
53, 34, 60, -1
126, 0, 139, 1
56, 13, 95, 1
124, 0, 114, 1
49, 22, 89, 1
46, 42, 69, -1
26, 30, 63, 1
42, 37, 76, 1
25, 25, 61, -1
112, 0, 148, -1
145, 0, 122, 1
134, 0, 119, -1
121, 0, 128, 1
24, 45, 48, -1
68, 19, 78, -1
120, 0, 116, 1
31, 24, 71, 1
113, 0, 117, -1
56, 25, 68, -1
49, 38, 67, 1
99, 0, 124, -1
22, 48, 42, -1
102, 0, 131, -1
122, 0, 135, 1
37, 24, 74, 1
73, 15, 86, -1
56, 23, 68, 1
125, 0, 129, -1
120, 0, 115, -1
70, 11, 76, -1
49, 23, 77, -1
36, 30, 56, -1
44, 17, 68, -1
35, 26, 89, 1
61, 39, 63, 1
125, 0, 118, 1
116, 0, 120, -1
93, 2, 97, -1
47, 16, 68, 1
139, 0, 124, 1
63, 22, 70, -1
38, 23, 53, -1
143, 0, 129, -1
33, 42, 52, -1
36, 15, 74, 1
70, 8, 97, 1
55, 25, 77, -1
36, 22, 57, 1
69, 20, 98, -1
94, 2, 125, -1
50, 28, 76, 1
118, 0, 111, 1
52, 25, 68, 1
114, 0, 132, -1
58, 10, 98, -1
78, 14, 87, -1
104, 0, 161, 1
61, 17, 69, -1
91, 7, 111, 1
33, 15, 83, -1
42, 41, 60, -1
53, 44, 65, -1
72, 7, 87, -1
20, 33, 56, -1
94, 0, 97, 1
103, 0, 112, -1
60, 20, 68, -1
54, 21, 75, -1
68, 16, 75, 1
55, 14, 61, -1
107, 0, 124, -1
43, 32, 83, 1
47, 32, 75, 1
93, 0, 109, 1
116, 0, 115, -1
53, 39, 68, 1
39, 43, 61, 1
53, 14, 72, -1
40, 24, 82, 1
121, 0, 115, 1
63, 28, 83, 1
54, 28, 67, 1
137, 0, 117, -1
38, 13, 86, 1
33, 36, 62, 1
29, 36, 59, -1
25, 45, 54, -1
140, 0, 116, 1
46, 25, 83, -1
28, 43, 49, -1
55, 8, 84, -1
35, 34, 46, 1
82, 9, 90, -1
31, 45, 44, -1
136, 0, 132, 1
16, 26, 64, 1
72, 8, 97, -1
64, 9, 119, 1
119, 0, 121, 1
126, 0, 120, 1
43, 17, 91, -1
39, 33, 54, 1
119, 0, 132, -1
83, 6, 89, 1
31, 46, 47, -1
21, 35, 56, 1
120, 0, 127, 1
77, 8, 83, -1
25, 31, 65, -1
130, 0, 111, 1
120, 0, 110, -1
136, 0, 127, 1
113, 0, 117, -1
32, 37, 69, -1
45, 38, 79, -1
28, 41, 51, 1
43, 39, 77, 1
116, 0, 127, -1
50, 15, 70, -1
29, 30, 64, -1
39, 23, 80, 1
36, 24, 71, 1
43, 24, 90, 1
119, 0, 132, 1
71, 7, 94, 1
58, 27, 72, 1
50, 25, 86, 1
58, 9, 88, 1
63, 16, 94, -1
118, 0, 132, 1
135, 0, 130, -1
127, 0, 111, 1
110, 0, 116, -1
117, 0, 133, 1
61, 24, 60, 1
122, 0, 125, -1
51, 18, 70, -1
105, 3, 99, 1
137, 0, 143, 1
112, 0, 123, 1
125, 0, 125, 1
53, 14, 67, -1
31, 20, 68, -1
120, 0, 106, 1
49, 17, 61, -1
56, 14, 83, 1
127, 0, 127, -1
50, 18, 99, 1
81, 18, 121, -1
53, 11, 65, -1
51, 34, 66, 1
26, 48, 53, -1
28, 32, 53, -1
37, 18, 92, 1
133, 0, 122, -1
124, 0, 143, -1
29, 42, 46, 1
63, 28, 79, -1
120, 0, 108, 1
71, 6, 100, 1
36, 26, 78, 1
59, 26, 100, -1
124, 0, 135, 1
130, 0, 135, 1
64, 19, 88, -1
40, 31, 73, -1
121, 0, 113, -1
108, 0, 141, 1
36, 21, 65, 1
52, 20, 68, -1
34, 30, 71, -1
53, 29, 72, -1
121, 0, 140, 1
86, 22, 110, -1
69, 5, 92, 1
18, 67, 35, 1
120, 0, 127, -1
34, 29, 61, 1
132, 0, 108, 1
130, 0, 112, 1
50, 44, 48, 1
64, 19, 77, -1
47, 27, 74, -1
36, 20, 53, -1
56, 5, 92, 1
139, 0, 127, -1
135, 0, 116, -1
29, 44, 59, 1
48, 15, 93, -1
50, 29, 90, -1
